cv_score,train_accuracy,test_accuracy,accuracy,precision,recall,f1_score,roc_auc,cv_results
0.8738738738738739,1.0,0.8695652173913043,0.8695652173913043,0.92,0.8518518518518519,0.8846153846153846,0.949317738791423,"{'accuracy': {'mean': np.float64(0.8154589371980677), 'std': np.float64(0.06207757664553724), 'scores': array([0.80434783, 0.93478261, 0.7826087 , 0.8       , 0.75555556])}, 'precision': {'mean': np.float64(0.8518370713107555), 'std': np.float64(0.06844575592465404), 'scores': array([0.82142857, 0.96153846, 0.76666667, 0.81481481, 0.89473684])}, 'recall': {'mean': np.float64(0.8324786324786325), 'std': np.float64(0.09372569881982451), 'scores': array([0.85185185, 0.92592593, 0.88461538, 0.84615385, 0.65384615])}, 'f1': {'mean': np.float64(0.837386533801628), 'std': np.float64(0.06040178130021273), 'scores': array([0.83636364, 0.94339623, 0.82142857, 0.83018868, 0.75555556])}, 'roc_auc': {'mean': np.float64(0.9003156395261659), 'std': np.float64(0.052009024518376315), 'scores': array([0.93762183, 0.97660819, 0.84038462, 0.89878543, 0.84817814])}}"
